@relation SomeContent

@attribute race {Other,Amer-Indian-Eskimo,White,Black,Asian-Pac-Islander}
@attribute age numeric
@attribute capital-loss numeric
@attribute relationship {Other-relative,Not-in-family,Wife,Husband,Unmarried,Own-child}
@attribute native-country {Hong,South,Japan,Jamaica,Cuba,Canada,Ireland,China,Peru,Columbia,Trinadad&Tobago,Taiwan,Yugoslavia,Guatemala,El-Salvador,Ecuador,Puerto-Rico,Laos,Portugal,United-States,Germany,Hungary,Italy,Dominican-Republic,Outlying-US(Guam-USVI-etc),Nicaragua,Thailand,India,Scotland,Vietnam,Cambodia,Philippines,England,Holand-Netherlands,Iran,Haiti,Greece,Honduras,Mexico,Poland,France}
@attribute occupation {Sales,Machine-op-inspct,Craft-repair,Protective-serv,Armed-Forces,Prof-specialty,Transport-moving,Exec-managerial,Farming-fishing,Adm-clerical,Priv-house-serv,Tech-support,Other-service,Handlers-cleaners}
@attribute hours-per-week numeric
@attribute income {>50K,<=50K}
@attribute fnlwgt numeric
@attribute capital-gain numeric
@attribute sex {Male,Female}
@attribute marital-status {Separated,Divorced,Married-spouse-absent,Married-civ-spouse,Never-married,Widowed,Married-AF-spouse}
@attribute education {Assoc-voc,Some-college,Preschool,Bachelors,Prof-school,Doctorate,5th-6th,Masters,HS-grad,1st-4th,12th,Assoc-acdm,9th,11th,10th,7th-8th}
@attribute education-num numeric
@attribute workclass {Without-pay,Never-worked,Local-gov,Self-emp-not-inc,Private,State-gov,Self-emp-inc,Federal-gov}

@data
White,18,0,Own-child,United-States,Sales,25,<=50K,184277,0,Female,Never-married,HS-grad,9,Private
White,44,0,Husband,United-States,Exec-managerial,45,>50K,104196,0,Male,Married-civ-spouse,Masters,14,Private
Black,39,0,Unmarried,United-States,Adm-clerical,40,<=50K,172855,0,Female,Divorced,HS-grad,9,Private
White,59,0,Husband,United-States,Sales,40,<=50K,229939,0,Male,Married-civ-spouse,HS-grad,9,Private
White,26,0,Own-child,United-States,Adm-clerical,40,<=50K,300290,0,Female,Divorced,11th,7,Private
White,21,0,Husband,United-States,Craft-repair,54,<=50K,305874,0,Male,Married-civ-spouse,Some-college,10,Private
White,33,0,Not-in-family,United-States,Machine-op-inspct,45,<=50K,67006,0,Female,Never-married,10th,6,Private
White,34,1977,Husband,United-States,Exec-managerial,45,>50K,181091,0,Male,Married-civ-spouse,Bachelors,13,Private
Black,50,0,Husband,United-States,Exec-managerial,45,>50K,234143,0,Male,Married-civ-spouse,Masters,14,Local-gov
White,30,0,Husband,United-States,Machine-op-inspct,40,<=50K,191385,0,Male,Married-civ-spouse,11th,7,Private
White,32,0,Husband,United-States,Exec-managerial,55,>50K,345489,0,Male,Married-civ-spouse,Some-college,10,Self-emp-inc
White,30,0,Other-relative,United-States,Prof-specialty,40,<=50K,86808,0,Female,Never-married,Bachelors,13,Private
White,61,0,Husband,United-States,Craft-repair,40,<=50K,137554,0,Male,Married-civ-spouse,7th-8th,4,Private
White,37,0,Not-in-family,United-States,Transport-moving,46,<=50K,108366,0,Male,Never-married,Bachelors,13,Private
White,29,0,Not-in-family,United-States,Adm-clerical,40,<=50K,57596,0,Female,Divorced,Some-college,10,Private
White,22,0,Own-child,United-States,Other-service,24,<=50K,440969,0,Female,Never-married,Some-college,10,Private
White,31,0,Husband,United-States,Sales,40,<=50K,156763,2829,Male,Married-civ-spouse,HS-grad,9,Private
White,35,0,Husband,United-States,Sales,52,>50K,163237,0,Male,Married-civ-spouse,Bachelors,13,Private
White,44,0,Husband,United-States,Exec-managerial,38,>50K,120277,0,Male,Married-civ-spouse,Masters,14,Private
White,25,0,Not-in-family,United-States,Other-service,40,<=50K,336440,0,Male,Never-married,Some-college,10,Private
White,53,0,Husband,United-States,Exec-managerial,55,>50K,229465,0,Male,Married-civ-spouse,Masters,14,Private
White,19,0,Own-child,United-States,Adm-clerical,40,<=50K,27382,0,Male,Never-married,Some-college,10,Local-gov
White,59,0,Not-in-family,United-States,Prof-specialty,18,<=50K,99131,0,Female,Widowed,HS-grad,9,Private
White,33,0,Husband,United-States,Exec-managerial,56,>50K,204494,0,Male,Married-civ-spouse,Some-college,10,Private
White,30,0,Other-relative,Puerto-Rico,Machine-op-inspct,35,<=50K,219318,0,Female,Never-married,HS-grad,9,Private
Black,46,0,Husband,United-States,Transport-moving,40,<=50K,441542,0,Male,Married-civ-spouse,Bachelors,13,Local-gov
White,20,0,Own-child,United-States,?,40,<=50K,195767,0,Male,Never-married,HS-grad,9,?
White,52,0,Husband,United-States,Other-service,40,<=50K,246936,0,Male,Married-civ-spouse,11th,7,Private
White,56,0,Wife,United-States,Other-service,40,<=50K,51662,0,Female,Married-civ-spouse,11th,7,Self-emp-not-inc
White,26,0,Wife,United-States,?,40,<=50K,221626,0,Female,Married-civ-spouse,Bachelors,13,?
White,17,0,Own-child,United-States,Other-service,14,<=50K,96282,0,Male,Never-married,10th,6,Private
White,24,0,Not-in-family,United-States,Machine-op-inspct,30,<=50K,278155,0,Male,Never-married,Some-college,10,Private
White,62,0,Husband,United-States,Transport-moving,48,<=50K,39630,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,31,0,Not-in-family,United-States,Adm-clerical,38,<=50K,19302,2202,Male,Never-married,Assoc-acdm,12,Private
White,34,0,Not-in-family,United-States,Machine-op-inspct,40,<=50K,287315,0,Male,Divorced,HS-grad,9,Private
White,18,0,Own-child,United-States,Other-service,27,<=50K,294253,0,Female,Never-married,HS-grad,9,Private
White,26,0,Husband,United-States,Machine-op-inspct,40,<=50K,260614,0,Male,Married-civ-spouse,HS-grad,9,Private
White,67,0,Not-in-family,United-States,Other-service,24,<=50K,140849,0,Female,Widowed,HS-grad,9,Private
White,67,0,Husband,United-States,Transport-moving,40,<=50K,81413,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-inc
White,25,0,Own-child,United-States,Other-service,25,<=50K,174592,0,Female,Never-married,HS-grad,9,Private
Amer-Indian-Eskimo,25,0,Not-in-family,United-States,?,20,<=50K,12285,0,Female,Never-married,Some-college,10,?
White,31,0,Wife,United-States,Adm-clerical,20,<=50K,286282,0,Female,Married-civ-spouse,Bachelors,13,Self-emp-not-inc
White,19,0,Other-relative,United-States,Other-service,20,<=50K,262515,0,Male,Never-married,11th,7,Private
White,41,0,Husband,United-States,Sales,40,<=50K,150533,2829,Male,Married-civ-spouse,HS-grad,9,Private
White,54,0,Unmarried,United-States,Exec-managerial,40,>50K,329733,0,Male,Never-married,HS-grad,9,Private
White,50,0,Unmarried,United-States,Prof-specialty,40,<=50K,202296,0,Female,Separated,Assoc-voc,11,Private
White,35,0,Husband,United-States,Sales,40,>50K,241126,0,Male,Married-civ-spouse,Masters,14,Private
Black,19,0,Unmarried,United-States,Sales,30,<=50K,268392,0,Female,Never-married,HS-grad,9,Private
White,27,0,Not-in-family,United-States,Machine-op-inspct,40,<=50K,255582,0,Female,Never-married,HS-grad,9,Private
White,17,0,Own-child,Puerto-Rico,Prof-specialty,20,<=50K,246308,0,Female,Never-married,11th,7,Local-gov
White,40,0,Wife,United-States,Sales,40,>50K,220589,0,Female,Married-civ-spouse,Some-college,10,Private
Other,66,0,Not-in-family,Puerto-Rico,?,35,<=50K,206560,0,Female,Widowed,HS-grad,9,?
White,34,0,Husband,El-Salvador,Prof-specialty,40,<=50K,231826,0,Male,Married-civ-spouse,HS-grad,9,Local-gov
White,22,0,Husband,Mexico,Machine-op-inspct,40,<=50K,496025,0,Male,Married-civ-spouse,Some-college,10,Private
White,39,0,Wife,United-States,Prof-specialty,36,>50K,327435,0,Female,Married-civ-spouse,Bachelors,13,Private
White,42,0,Unmarried,United-States,Machine-op-inspct,40,<=50K,194537,0,Female,Divorced,HS-grad,9,Private
White,25,0,Not-in-family,United-States,Adm-clerical,40,<=50K,323229,0,Male,Never-married,Bachelors,13,Private
White,17,0,Own-child,United-States,Handlers-cleaners,25,<=50K,152652,0,Male,Never-married,11th,7,Private
White,61,0,Husband,United-States,Prof-specialty,40,<=50K,105384,0,Male,Married-civ-spouse,Bachelors,13,Private
White,76,0,Not-in-family,United-States,Handlers-cleaners,20,<=50K,243768,0,Male,Never-married,5th-6th,3,Private
White,40,0,Husband,United-States,Tech-support,40,>50K,73883,0,Male,Married-civ-spouse,Some-college,10,Federal-gov
White,42,0,Not-in-family,United-States,Prof-specialty,45,>50K,339671,8614,Female,Married-spouse-absent,Bachelors,13,Local-gov
White,44,0,Unmarried,United-States,Exec-managerial,40,<=50K,271792,0,Female,Married-spouse-absent,Bachelors,13,Private
White,43,0,Not-in-family,United-States,Exec-managerial,30,>50K,185057,0,Female,Divorced,HS-grad,9,Private
White,18,0,Own-child,United-States,?,27,<=50K,120243,0,Male,Never-married,11th,7,?
White,22,0,Own-child,United-States,Farming-fishing,25,<=50K,199555,0,Male,Never-married,Some-college,10,Private
White,18,0,Not-in-family,United-States,Adm-clerical,30,<=50K,115839,0,Female,Never-married,12th,8,Private
White,54,0,Husband,United-States,Other-service,40,<=50K,94055,0,Male,Married-civ-spouse,Bachelors,13,Private
White,40,0,Own-child,United-States,Craft-repair,40,<=50K,53506,0,Female,Divorced,Bachelors,13,Private
White,22,0,Not-in-family,United-States,Craft-repair,50,<=50K,316509,0,Male,Never-married,HS-grad,9,Private
White,39,0,Unmarried,United-States,Exec-managerial,50,<=50K,142897,0,Female,Never-married,Assoc-voc,11,State-gov
White,33,0,Not-in-family,United-States,Exec-managerial,40,<=50K,424719,0,Female,Divorced,Bachelors,13,Private
White,48,0,Husband,United-States,Transport-moving,45,<=50K,99127,0,Male,Married-civ-spouse,Assoc-acdm,12,Private
White,37,0,Husband,United-States,Exec-managerial,40,<=50K,294292,0,Male,Married-civ-spouse,Prof-school,15,Private
White,39,0,Husband,United-States,Craft-repair,40,>50K,138192,0,Male,Married-civ-spouse,Bachelors,13,Private
White,30,1876,Not-in-family,United-States,Exec-managerial,45,<=50K,236861,0,Male,Never-married,HS-grad,9,Private
Black,57,0,Other-relative,United-States,Adm-clerical,35,<=50K,135028,0,Female,Separated,HS-grad,9,Federal-gov
White,25,0,Other-relative,United-States,Protective-serv,45,<=50K,328697,0,Male,Divorced,Some-college,10,State-gov
White,19,1719,Own-child,United-States,Tech-support,16,<=50K,387215,0,Male,Never-married,Some-college,10,Private
White,48,0,Husband,United-States,Craft-repair,60,>50K,181307,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-inc
White,56,0,Not-in-family,Cuba,Prof-specialty,52,<=50K,266091,2907,Female,Never-married,Bachelors,13,Private
White,38,0,Not-in-family,United-States,Prof-specialty,40,<=50K,183585,0,Female,Never-married,HS-grad,9,Private
White,21,0,Own-child,United-States,?,20,<=50K,277700,0,Male,Never-married,Some-college,10,?
White,59,0,Unmarried,United-States,Prof-specialty,45,>50K,398626,25236,Male,Divorced,Doctorate,16,State-gov
Black,39,0,Own-child,United-States,Adm-clerical,50,>50K,344743,0,Female,Married-civ-spouse,Some-college,10,Private
White,50,0,Husband,United-States,Exec-managerial,50,>50K,197322,0,Male,Married-civ-spouse,11th,7,Private
White,55,0,Not-in-family,United-States,?,20,<=50K,103654,0,Female,Widowed,HS-grad,9,?
White,20,0,Own-child,United-States,Other-service,24,<=50K,301199,0,Female,Never-married,Some-college,10,Private
White,27,1887,Husband,United-States,Machine-op-inspct,60,>50K,31659,0,Male,Married-civ-spouse,Bachelors,13,Private
White,27,0,Not-in-family,United-States,Sales,25,<=50K,376150,0,Female,Married-spouse-absent,Some-college,10,Private
White,31,0,Not-in-family,United-States,Exec-managerial,40,<=50K,120461,0,Female,Never-married,Bachelors,13,Private
White,22,0,Own-child,United-States,?,20,<=50K,196280,0,Female,Never-married,Some-college,10,?
White,23,0,Own-child,United-States,Adm-clerical,40,<=50K,388811,0,Female,Never-married,HS-grad,9,Private
White,44,0,Not-in-family,United-States,Adm-clerical,40,<=50K,395078,0,Female,Divorced,HS-grad,9,State-gov
White,18,0,Other-relative,United-States,Other-service,40,<=50K,210026,0,Female,Never-married,10th,6,Private
Black,28,0,Own-child,United-States,Handlers-cleaners,24,<=50K,189257,0,Female,Never-married,9th,5,Private
White,25,1876,Not-in-family,United-States,Sales,40,<=50K,193820,0,Female,Never-married,Bachelors,13,Private
White,46,0,Husband,United-States,Exec-managerial,51,<=50K,35969,0,Male,Married-civ-spouse,Bachelors,13,Private
White,53,0,Husband,Puerto-Rico,Craft-repair,40,<=50K,149217,0,Male,Married-civ-spouse,HS-grad,9,Private
White,24,0,Not-in-family,United-States,?,40,<=50K,265434,0,Female,Never-married,Bachelors,13,?
Black,24,0,Other-relative,United-States,Machine-op-inspct,45,<=50K,233856,0,Male,Never-married,HS-grad,9,Private
White,49,0,Husband,United-States,Other-service,40,<=50K,115613,0,Male,Married-civ-spouse,9th,5,Private
White,47,0,Husband,United-States,Exec-managerial,50,>50K,28035,0,Male,Married-civ-spouse,Bachelors,13,Private
White,52,0,Husband,United-States,Protective-serv,40,<=50K,349795,0,Male,Married-civ-spouse,Bachelors,13,State-gov
White,57,0,Not-in-family,United-States,Protective-serv,40,<=50K,32365,0,Male,Never-married,Some-college,10,Private
White,52,0,Husband,United-States,Tech-support,50,<=50K,104280,0,Male,Married-civ-spouse,Some-college,10,State-gov
White,38,0,Husband,United-States,Transport-moving,20,<=50K,167440,0,Male,Married-civ-spouse,HS-grad,9,Local-gov
Asian-Pac-Islander,33,0,Own-child,Philippines,Sales,40,<=50K,69251,0,Male,Never-married,Assoc-voc,11,Private
Black,35,0,Not-in-family,United-States,Prof-specialty,40,<=50K,180647,0,Female,Never-married,Some-college,10,Private
White,39,0,Husband,United-States,Craft-repair,50,>50K,179271,0,Male,Married-civ-spouse,Some-college,10,Private
White,22,0,Own-child,?,Sales,40,<=50K,65704,0,Female,Never-married,HS-grad,9,Private
White,29,0,Unmarried,United-States,Other-service,45,<=50K,83742,0,Female,Divorced,HS-grad,9,Private
White,54,0,Not-in-family,United-States,Adm-clerical,38,<=50K,187686,0,Female,Divorced,Some-college,10,State-gov
White,25,0,Husband,United-States,Craft-repair,45,<=50K,81286,0,Male,Married-civ-spouse,HS-grad,9,Private
White,58,0,Husband,United-States,Craft-repair,40,<=50K,197114,0,Male,Married-civ-spouse,11th,7,Private
White,30,0,Not-in-family,?,Prof-specialty,40,<=50K,496414,0,Male,Never-married,Doctorate,16,Private
White,36,0,Husband,United-States,Transport-moving,25,>50K,36423,0,Male,Married-civ-spouse,HS-grad,9,Private
White,26,0,Not-in-family,United-States,?,40,<=50K,431861,0,Male,Separated,10th,6,?
Black,28,0,Own-child,Germany,?,40,<=50K,55950,0,Female,Never-married,Bachelors,13,?
Other,27,0,Other-relative,Nicaragua,Craft-repair,40,<=50K,176761,0,Male,Never-married,HS-grad,9,Private
White,36,0,Husband,United-States,Exec-managerial,45,>50K,199439,0,Male,Married-civ-spouse,Masters,14,Private
White,24,0,Own-child,Dominican-Republic,Sales,40,<=50K,314823,0,Male,Never-married,HS-grad,9,Private
Amer-Indian-Eskimo,36,0,Unmarried,United-States,Transport-moving,65,<=50K,88967,0,Male,Never-married,11th,7,Private
White,21,0,Own-child,United-States,Craft-repair,40,<=50K,321666,594,Male,Never-married,HS-grad,9,Private
White,43,0,Husband,United-States,Sales,40,>50K,172401,0,Male,Married-civ-spouse,HS-grad,9,Private
White,63,0,Not-in-family,United-States,Transport-moving,40,<=50K,231777,0,Male,Never-married,Bachelors,13,Self-emp-not-inc
White,42,0,Wife,United-States,Adm-clerical,40,<=50K,135056,0,Female,Married-civ-spouse,Some-college,10,Private
White,20,0,Not-in-family,United-States,Adm-clerical,40,<=50K,154781,0,Female,Never-married,HS-grad,9,Private
White,50,0,Husband,United-States,Adm-clerical,45,>50K,238959,0,Male,Married-civ-spouse,Some-college,10,Private
White,20,0,Own-child,Mexico,Other-service,40,<=50K,435469,0,Female,Never-married,HS-grad,9,Private
White,30,0,Own-child,United-States,?,30,<=50K,298577,0,Male,Never-married,HS-grad,9,?
White,43,0,Not-in-family,United-States,Other-service,40,<=50K,269733,0,Male,Separated,HS-grad,9,Local-gov
White,50,1902,Wife,United-States,Adm-clerical,38,>50K,184424,0,Female,Married-civ-spouse,Some-college,10,Private
White,26,0,Not-in-family,United-States,Adm-clerical,30,<=50K,189590,0,Male,Never-married,Some-college,10,Private
White,65,0,Husband,United-States,Sales,15,<=50K,226215,0,Male,Married-civ-spouse,Bachelors,13,Self-emp-not-inc
White,28,0,Own-child,United-States,?,10,<=50K,147471,0,Female,Divorced,HS-grad,9,?
White,63,0,Husband,United-States,?,20,<=50K,301611,0,Male,Married-civ-spouse,HS-grad,9,?
White,57,0,Husband,United-States,Craft-repair,40,<=50K,96779,0,Male,Married-civ-spouse,5th-6th,3,Private
White,70,0,Husband,United-States,?,60,<=50K,26990,0,Male,Married-civ-spouse,HS-grad,9,?
White,38,0,Unmarried,United-States,Tech-support,20,<=50K,391040,0,Female,Separated,Assoc-voc,11,Private
White,19,0,Own-child,United-States,Handlers-cleaners,25,<=50K,175820,0,Male,Never-married,11th,7,Private
White,28,0,Husband,United-States,Transport-moving,40,<=50K,57066,0,Male,Married-civ-spouse,HS-grad,9,Private
White,23,0,Own-child,United-States,Sales,60,<=50K,218899,0,Female,Never-married,Bachelors,13,Private
White,36,0,Other-relative,United-States,Transport-moving,50,<=50K,29814,0,Male,Never-married,HS-grad,9,Private
White,53,0,Husband,United-States,Prof-specialty,40,>50K,53197,3103,Male,Married-civ-spouse,Masters,14,Private
White,22,0,Own-child,United-States,Craft-repair,40,<=50K,166371,0,Male,Never-married,Some-college,10,Private
White,24,0,Not-in-family,United-States,Adm-clerical,30,<=50K,211527,0,Male,Never-married,Bachelors,13,Private
White,36,0,Husband,United-States,Transport-moving,40,<=50K,181705,0,Male,Married-civ-spouse,11th,7,Private
Black,58,0,Unmarried,United-States,Other-service,20,<=50K,126991,0,Female,Divorced,HS-grad,9,Private
White,45,1485,Husband,United-States,Prof-specialty,50,>50K,311231,0,Male,Married-civ-spouse,Prof-school,15,Self-emp-inc
White,42,0,Not-in-family,United-States,Craft-repair,40,<=50K,221172,0,Male,Divorced,HS-grad,9,Self-emp-not-inc
White,37,0,Not-in-family,United-States,Transport-moving,40,<=50K,138441,0,Male,Divorced,HS-grad,9,Private
White,50,1902,Husband,?,Adm-clerical,50,>50K,162327,0,Male,Married-civ-spouse,Bachelors,13,Private
White,33,0,Husband,United-States,Sales,25,<=50K,109959,0,Male,Married-civ-spouse,Some-college,10,Self-emp-not-inc
Black,27,1887,Wife,United-States,Adm-clerical,40,>50K,169117,0,Female,Married-civ-spouse,HS-grad,9,Private
White,47,0,Husband,United-States,Prof-specialty,40,>50K,278322,7688,Male,Married-civ-spouse,Some-college,10,Private
White,22,0,Own-child,United-States,Other-service,35,<=50K,362309,0,Male,Never-married,Some-college,10,Private
White,19,0,Other-relative,United-States,Other-service,30,<=50K,168601,0,Male,Never-married,11th,7,Private
White,46,0,Husband,United-States,Prof-specialty,60,<=50K,265275,0,Male,Married-civ-spouse,Masters,14,Private
White,47,0,Husband,United-States,Other-service,40,>50K,102628,0,Male,Married-civ-spouse,Some-college,10,Local-gov
White,41,0,Unmarried,United-States,Adm-clerical,38,<=50K,223934,0,Female,Divorced,Assoc-acdm,12,Private
White,32,0,Husband,United-States,Transport-moving,50,<=50K,217460,0,Male,Married-civ-spouse,9th,5,Private
White,41,0,Wife,United-States,Prof-specialty,32,>50K,63596,0,Female,Married-civ-spouse,Some-college,10,Private
White,24,0,Not-in-family,United-States,Adm-clerical,40,<=50K,140001,0,Male,Never-married,Bachelors,13,Private
White,31,0,Husband,United-States,Handlers-cleaners,40,<=50K,197860,0,Male,Married-civ-spouse,Some-college,10,Private
White,25,0,Own-child,United-States,?,40,<=50K,262245,3418,Female,Never-married,Assoc-voc,11,?
White,45,0,Husband,United-States,Craft-repair,40,>50K,247379,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,64,0,Not-in-family,United-States,Transport-moving,45,<=50K,178472,0,Male,Separated,9th,5,Self-emp-not-inc
White,23,0,Not-in-family,United-States,?,35,<=50K,188535,0,Male,Divorced,7th-8th,4,Never-worked
White,66,0,Not-in-family,United-States,Transport-moving,55,<=50K,127921,2050,Male,Never-married,HS-grad,9,Private
White,55,0,Wife,United-States,Sales,50,<=50K,205296,0,Female,Married-civ-spouse,Some-college,10,Self-emp-not-inc
White,71,0,Husband,United-States,Craft-repair,15,<=50K,78277,0,Male,Married-civ-spouse,HS-grad,9,Private
White,62,0,Not-in-family,United-States,Adm-clerical,38,<=50K,164518,0,Female,Widowed,HS-grad,9,Local-gov
White,29,0,Own-child,United-States,Handlers-cleaners,40,<=50K,142519,0,Male,Never-married,HS-grad,9,Private
White,21,0,Own-child,United-States,Other-service,40,<=50K,164920,0,Female,Never-married,Some-college,10,Private
White,23,0,Not-in-family,United-States,Tech-support,40,<=50K,133239,0,Female,Never-married,Assoc-voc,11,Private
White,26,0,Own-child,United-States,Tech-support,40,<=50K,103700,0,Female,Never-married,Some-college,10,Private
White,47,0,Unmarried,United-States,Prof-specialty,20,<=50K,156417,0,Male,Divorced,Some-college,10,State-gov
Asian-Pac-Islander,49,0,Wife,Philippines,Other-service,8,<=50K,147032,0,Female,Married-civ-spouse,HS-grad,9,Private
White,42,0,Unmarried,United-States,Prof-specialty,44,>50K,199143,7430,Female,Divorced,Prof-school,15,Self-emp-not-inc
White,36,0,Not-in-family,Mexico,Farming-fishing,40,<=50K,133569,0,Male,Never-married,1st-4th,2,Private
White,71,0,Not-in-family,United-States,Other-service,60,<=50K,157909,2964,Female,Never-married,Some-college,10,Private
Black,42,0,Husband,?,Exec-managerial,40,>50K,197583,0,Male,Married-civ-spouse,Assoc-acdm,12,Private
Asian-Pac-Islander,39,0,Husband,United-States,Exec-managerial,40,>50K,79331,15024,Male,Married-civ-spouse,Masters,14,Private
Black,28,0,Not-in-family,United-States,Sales,40,<=50K,408473,0,Male,Never-married,12th,8,Private
